property_type,bhk,area,locality,city,price_in_crore,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,furnishing_type,facing,amenities_score,furnishing_score,study_room,servant_room,pooja_room
House,3,2400.0,Pocharam,Hyderabad,1.9,New,New Property,3,2129.03,2.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,3,1345.0,Kollur,Hyderabad,0.48,New,New Property,2,1193.15,6.0,1.0,Semi-Furnished,East,46,6,0,0,0
Flat,3,1475.0,Nizampet,Hyderabad,0.95,Resale,Moderately New Property,2,1308.47,0.0,1.0,Semi-Furnished,West,60,32,0,0,0
Flat,2,1000.0,Dammaiguda,Hyderabad,0.36,Resale,Moderately New Property,2,887.1,1.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1710.0,Sri Nagar Colony,Hyderabad,0.9,Resale,New Property,2,1516.94,4.0,1.0,Unfurnished,North,4,0,0,0,0
Flat,3,4701.0,Gachibowli,Hyderabad,7.0,Resale,Old Property,4,4170.24,5.0,1.0,Furnished,East,63,37,0,0,0
Flat,2,1400.0,Hayathnagar,Hyderabad,0.75,Resale,New Property,2,1241.94,2.0,1.0,Unfurnished,West,31,6,1,0,0
House,3,3053.0,Nandigam,Hyderabad,1.6,New,New Property,4,2708.31,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1165.0,Pragathi Nagar Kukatpally,Hyderabad,0.6,New,Moderately New Property,2,1033.47,1.0,1.0,Unfurnished,East,32,65,0,0,0
House,4,4499.0,Maheshwaram,Hyderabad,3.89,New,New Property,4,3991.05,2.0,1.0,Unfurnished,East,24,0,0,0,0
Flat,2,1257.0,Tellapur,Hyderabad,0.9,New,New Property,2,1115.08,2.0,1.0,Unfurnished,West,32,0,0,0,0
House,4,4659.0,Kismatpur,Hyderabad,4.33,New,Moderately New Property,5,4132.98,2.0,1.0,Unfurnished,East,71,0,0,1,0
Flat,2,1125.0,Osman Nagar,Hyderabad,0.65,New,New Property,2,997.98,2.0,1.0,Unfurnished,East,46,0,0,0,0
Flat,2,1050.0,Badangpet,Hyderabad,0.4,Resale,Moderately New Property,2,931.45,1.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,3395.0,Nanakramguda,Hyderabad,3.22,New,New Property,3,3011.69,11.0,1.0,Unfurnished,East,20,0,0,0,0
Flat,2,1150.0,Miyapur,Hyderabad,0.59,New,New Property,2,1020.16,3.0,2.0,Unfurnished,NorthEast,37,0,0,0,0
Flat,3,1550.0,Chandanagar,Hyderabad,0.54,New,New Property,3,1375.0,5.0,1.0,Semi-Furnished,East,57,9,1,0,0
Flat,2,1476.0,Kondapur,Hyderabad,1.07,New,New Property,2,1309.35,2.0,1.0,Unfurnished,East,41,0,0,0,0
Flat,3,1610.0,Narsingi,Hyderabad,1.12,New,New Property,3,1428.23,5.0,1.0,Unfurnished,East,57,0,0,0,0
House,3,2250.0,Hayathnagar,Hyderabad,1.25,New,Moderately New Property,3,1995.97,2.0,1.0,Unfurnished,NorthEast,0,0,0,0,0
House,3,2200.0,Yapral Main Road,Hyderabad,1.5,Resale,Old Property,3,1951.61,2.0,1.0,Semi-Furnished,West,0,0,0,0,0
Flat,4,2592.0,Moosarambagh Road,Hyderabad,1.45,Resale,Moderately New Property,4,2299.35,4.0,1.0,Semi-Furnished,East,4,0,0,0,0
House,2,2458.0,Nadergul,Hyderabad,1.15,Resale,Moderately New Property,2,2180.48,2.0,1.0,Semi-Furnished,East,0,16,0,0,0
House,3,2592.0,Kukatpally,Hyderabad,2.7,Resale,New Property,3,2299.35,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,3,2675.0,Nanakramguda,Hyderabad,2.94,New,New Property,3,2372.98,11.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1531.0,Manikonda,Hyderabad,0.92,New,New Property,3,1358.15,5.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1040.0,Tellapur,Hyderabad,0.73,New,New Property,2,922.58,1.0,2.0,Unfurnished,East,51,0,0,0,0
Flat,4,3150.0,Shamshabad,Hyderabad,2.04,New,New Property,4,2794.35,4.0,1.0,Unfurnished,West,26,0,0,0,0
Flat,2,1160.0,Moulali,Hyderabad,0.55,New,New Property,2,1029.03,1.0,2.0,Semi-Furnished,West,31,0,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1020.16,3.0,2.0,Unfurnished,West,38,0,0,0,0
Flat,2,1000.0,Hitech City,Hyderabad,1.05,Resale,New Property,2,887.1,2.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1008.0,Uppal,Hyderabad,0.48,Resale,Moderately New Property,2,894.19,1.0,2.0,Semi-Furnished,West,27,15,0,0,1
Flat,2,996.0,Kompally,Hyderabad,0.72,New,New Property,2,883.55,0.0,1.0,Furnished,West,50,23,0,0,0
House,1,650.0,Nagaram,Hyderabad,0.5,New,New Property,1,576.61,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1190.0,Muzaffar Ahmad Nagar,Hyderabad,0.58,Resale,Old Property,2,1055.65,2.0,1.0,Unfurnished,West,31,6,0,0,1
House,3,2190.0,Gagillapur,Hyderabad,1.33,New,New Property,5,1942.74,2.0,2.0,Unfurnished,West,76,6,1,0,1
Flat,3,1700.0,Manikonda,Hyderabad,1.1,New,New Property,3,1508.06,5.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1439.0,Lb Nagar,Hyderabad,0.94,New,New Property,2,1276.53,2.0,1.0,Unfurnished,East,67,0,0,0,0
House,5,5891.0,Shamshabad,Hyderabad,7.06,New,New Property,5,5225.89,2.0,1.0,Unfurnished,East,38,0,0,0,0
Flat,2,1120.0,Adibatla,Hyderabad,0.36,New,New Property,2,993.55,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1304.0,Nanakramguda,Hyderabad,1.13,New,New Property,2,1156.77,2.0,1.0,Unfurnished,East,29,0,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.58,New,New Property,2,1020.16,2.0,2.0,Unfurnished,East,5,0,0,0,0
House,4,3212.0,Maheshwaram,Hyderabad,2.95,New,New Property,4,2849.35,2.0,1.0,Unfurnished,East,24,0,0,0,0
Flat,2,1200.0,Madhapur,Hyderabad,1.4,Resale,Old Property,2,1064.52,7.0,1.0,Semi-Furnished,West,57,7,0,0,0
House,3,1505.0,Chandanagar,Hyderabad,0.82,New,New Property,3,1335.08,2.0,1.0,Unfurnished,East,31,17,0,0,0
Flat,2,1000.0,Buddha Nagar,Hyderabad,0.49,Resale,Moderately New Property,2,887.1,1.0,1.0,Unfurnished,West,31,6,1,0,0
House,4,4585.0,Patighanpur,Hyderabad,6.87,New,New Property,4,4067.34,2.0,1.0,Unfurnished,East,36,0,0,0,0
House,2,1620.0,Shanti Nagar,Hyderabad,0.65,Resale,Old Property,2,1437.1,2.0,1.0,Unfurnished,North,23,7,0,0,1
House,3,2800.0,Kardhanur,Hyderabad,1.7,New,New Property,3,2483.87,2.0,1.0,Unfurnished,West,9,8,0,0,0
Flat,2,1112.0,Ameenpur,Hyderabad,0.67,New,New Property,2,986.45,2.0,1.0,Unfurnished,West,32,0,0,0,0
Flat,2,1250.0,Chandanagar,Hyderabad,0.85,New,New Property,2,1108.87,1.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,3,1565.0,Osman Nagar,Hyderabad,0.85,New,New Property,3,1388.31,3.0,1.0,Unfurnished,East,37,65,0,0,0
Flat,2,1160.0,Puppalaguda,Hyderabad,0.75,New,New Property,2,1029.03,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1274.0,Kukatpally,Hyderabad,0.79,New,New Property,2,1130.16,2.0,1.0,Unfurnished,East,72,0,0,0,0
Flat,3,1306.0,Patancheru,Hyderabad,0.66,New,New Property,3,1158.55,4.0,1.0,Semi-Furnished,East,32,6,0,0,0
Flat,2,800.0,Dindigal,Hyderabad,0.43,Resale,Old Property,2,709.68,1.0,1.0,Unfurnished,West,31,6,0,0,1
House,2,1197.0,Aushapur,Hyderabad,0.45,New,New Property,2,1061.85,2.0,1.0,Semi-Furnished,East,37,0,1,1,1
Flat,4,4085.0,Nanakramguda,Hyderabad,6.0,Resale,New Property,3,3623.79,8.0,1.0,Unfurnished,East,76,65,0,0,0
Flat,2,1150.0,Chandanagar,Hyderabad,0.55,New,New Property,2,1020.16,2.0,2.0,Unfurnished,East,0,0,0,0,1
Flat,2,1000.0,Kothaguda,Hyderabad,0.49,Resale,Old Property,2,887.1,1.0,1.0,Semi-Furnished,West,27,13,0,0,1
Flat,2,1170.0,Suraram,Hyderabad,0.58,New,New Property,2,1037.9,2.0,1.0,Unfurnished,East,23,0,0,0,0
House,3,2600.0,Mokila,Hyderabad,2.65,Resale,Moderately New Property,3,2306.45,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,3,2000.0,Bachupally,Hyderabad,1.39,New,New Property,3,1774.19,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,3,2600.0,Appa Junction,Hyderabad,1.69,New,New Property,3,2306.45,5.0,1.0,Unfurnished,East,19,6,0,0,0
Flat,2,1200.0,Kapra,Hyderabad,0.68,New,New Property,2,1064.52,1.0,1.0,Unfurnished,East,0,0,0,0,0
House,3,3813.0,Kompally,Hyderabad,2.85,New,New Property,3,3382.5,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1334.0,Kondapur,Hyderabad,1.26,New,New Property,2,1183.39,2.0,1.0,Unfurnished,East,46,0,0,0,0
Flat,3,2035.0,Tellapur,Hyderabad,1.28,New,New Property,3,1805.24,16.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1675.0,Film Nagar,Hyderabad,0.82,Resale,Old Property,3,1485.89,3.0,2.0,Unfurnished,West,29,51,0,0,0
Flat,2,1350.0,Velmala,Hyderabad,0.88,New,New Property,2,1197.58,6.0,1.0,Unfurnished,West,38,0,0,0,0
Flat,2,1280.0,Aminpur,Hyderabad,0.56,New,New Property,2,1135.48,2.0,1.0,Semi-Furnished,East,9,0,0,0,0
Flat,3,4803.0,Puppalaguda,Hyderabad,4.08,New,New Property,3,4260.73,4.0,1.0,Unfurnished,East,48,6,0,0,0
Flat,3,1950.0,Pragathi Nagar Kukatpally,Hyderabad,1.23,New,New Property,2,1729.84,1.0,1.0,Semi-Furnished,East,38,0,0,0,0
Flat,3,1630.0,Kokapet,Hyderabad,1.09,New,New Property,3,1445.97,0.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,2,1290.0,Mallampet,Hyderabad,0.63,New,New Property,2,1144.35,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,3,1326.0,Rajendra Nagar,Hyderabad,0.68,New,New Property,2,1176.29,9.0,1.0,Furnished,North,32,65,0,0,0
Flat,3,1680.0,Suchitra,Hyderabad,0.99,New,New Property,3,1490.32,1.0,1.0,Unfurnished,East,32,6,0,0,0
House,3,2168.0,Bolarum,Hyderabad,1.05,Resale,Old Property,3,1923.23,2.0,1.0,Unfurnished,East,36,51,0,0,1
Flat,2,1366.0,Moti Nagar,Hyderabad,1.48,New,New Property,2,1211.77,5.0,1.0,Unfurnished,East,64,0,0,0,0
Flat,3,1600.0,Ameenpur,Hyderabad,0.77,New,New Property,3,1419.35,4.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,2,1200.0,Kukatpally,Hyderabad,0.75,Resale,Moderately New Property,2,1064.52,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,1,540.0,Nallakunta,Hyderabad,0.4,Resale,Very Old Property,2,479.03,2.0,1.0,Unfurnished,West,0,0,1,0,0
Flat,2,1100.0,Ameenpur,Hyderabad,0.64,New,New Property,2,975.81,2.0,2.0,Unfurnished,West,20,7,0,0,1
Flat,3,1444.0,Manikonda,Hyderabad,0.99,New,New Property,2,1280.97,5.0,1.0,Furnished,East,27,65,0,0,0
Flat,2,1044.0,Bachupally,Hyderabad,0.54,New,New Property,2,926.13,18.0,1.0,Unfurnished,East,43,0,0,0,0
Flat,2,995.0,Osman Nagar,Hyderabad,0.52,New,New Property,2,882.66,10.0,1.0,Unfurnished,East,57,0,0,0,0
Flat,3,1815.0,Kokapet,Hyderabad,1.0,New,New Property,3,1610.08,0.0,1.0,Unfurnished,East,63,0,0,0,0
House,4,3500.0,Bachupally,Hyderabad,1.75,New,New Property,4,3104.84,2.0,3.0,Unfurnished,NorthEast,32,65,0,0,0
Flat,3,1450.0,Habsiguda,Hyderabad,0.45,New,New Property,2,1286.29,6.0,1.0,Semi-Furnished,NorthWest,15,6,0,0,0
House,3,2400.0,Mokila,Hyderabad,2.15,Resale,New Property,4,2129.03,2.0,4.0,Semi-Furnished,East,56,7,0,0,0
Flat,2,1214.0,Isnapur,Hyderabad,0.54,New,New Property,2,1076.94,1.0,1.0,Unfurnished,East,53,0,0,0,0
Flat,2,1225.0,Kompally,Hyderabad,0.67,New,New Property,2,1086.69,2.0,1.0,Unfurnished,East,65,0,0,0,0
Flat,2,1000.0,Venkatraya Nagar,Hyderabad,0.6,Resale,Moderately New Property,2,887.1,1.0,1.0,Unfurnished,West,27,8,0,0,1
Flat,2,1300.0,Patancheru,Hyderabad,0.68,New,New Property,2,1153.23,3.0,1.0,Unfurnished,West,0,0,0,0,0
House,3,3400.0,Bandlaguda Jagir,Hyderabad,4.56,New,New Property,4,3016.13,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.67,New,New Property,2,1020.16,4.0,2.0,Unfurnished,West,0,0,0,0,0
Flat,3,2488.0,Gundlapochampalli,Hyderabad,1.05,New,New Property,2,2207.1,5.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1105.0,Ameenpur,Hyderabad,0.52,New,New Property,2,980.24,2.0,1.0,Unfurnished,East,31,6,0,0,0
Flat,3,1710.0,Nizampet,Hyderabad,1.24,New,New Property,3,1516.94,0.0,1.0,Unfurnished,East,41,0,0,0,0
Flat,3,1385.0,Kismatpur,Hyderabad,0.89,New,New Property,3,1228.63,2.0,1.0,Unfurnished,North,53,0,0,0,0
Flat,2,1050.0,Panchavati Colony,Hyderabad,0.42,New,New Property,2,931.45,2.0,1.0,Semi-Furnished,NorthEast,9,6,0,0,0
Flat,3,2003.0,Kokapet,Hyderabad,2.0,Resale,Moderately New Property,3,1776.85,0.0,1.0,Semi-Furnished,West,39,0,0,0,0
Flat,3,1960.0,Kokapet,Hyderabad,1.92,Resale,Moderately New Property,3,1738.71,0.0,1.0,Unfurnished,North,55,0,0,0,0
House,2,2340.0,Padmarao Nagar,Hyderabad,3.2,Resale,Old Property,2,2075.81,2.0,1.0,Semi-Furnished,NorthEast,82,43,1,1,1
Flat,2,1355.0,Kollur,Hyderabad,0.91,New,New Property,2,1202.02,2.0,1.0,Unfurnished,East,32,6,0,0,0
House,4,4200.0,Kapra,Hyderabad,1.8,New,New Property,4,3725.81,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1420.0,Kollur,Hyderabad,0.47,New,New Property,2,1259.68,2.0,1.0,Semi-Furnished,East,46,6,0,0,0
Flat,4,5660.0,Puppalaguda,Hyderabad,4.25,New,Moderately New Property,4,5020.97,4.0,1.0,Unfurnished,SouthWest,32,14,0,0,0
House,4,3070.0,Velimela,Hyderabad,1.74,New,New Property,4,2723.39,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1000.0,Tarnaka,Hyderabad,0.9,Resale,Old Property,2,887.1,1.0,1.0,Unfurnished,West,27,6,0,0,1
Flat,2,1410.0,Manikonda,Hyderabad,1.04,New,New Property,2,1250.81,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,3693.0,Kondapur,Hyderabad,5.9,New,New Property,5,3276.05,2.0,2.0,Unfurnished,East,47,0,0,1,0
Flat,2,850.0,Dammaiguda,Hyderabad,0.63,New,Moderately New Property,2,754.03,1.0,1.0,Unfurnished,SouthWest,48,0,0,0,0
Flat,2,1015.0,Puppalaguda,Hyderabad,0.61,New,New Property,2,900.4,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1600.0,Osman Nagar,Hyderabad,0.88,New,New Property,3,1419.35,3.0,2.0,Unfurnished,East,32,6,0,0,0
Flat,2,1335.0,Chandanagar,Hyderabad,0.87,New,New Property,2,1184.27,1.0,2.0,Unfurnished,East,21,0,0,0,0
Flat,2,1250.0,Bachupally,Hyderabad,0.45,New,New Property,2,1108.87,2.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,2,1200.0,Yapral,Hyderabad,0.65,New,New Property,2,1064.52,2.0,1.0,Unfurnished,East,33,0,0,0,0
Flat,2,1030.0,Patancheru,Hyderabad,0.44,New,New Property,2,913.71,3.0,2.0,Unfurnished,East,13,0,0,0,0
Flat,2,1008.0,Beeramguda,Hyderabad,0.37,New,New Property,2,894.19,5.0,1.0,Furnished,East,0,0,0,0,0
House,3,2600.0,Cherlapalli,Hyderabad,1.45,New,New Property,3,2306.45,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,3,1400.0,Manikonda,Hyderabad,0.88,New,New Property,3,1241.94,5.0,2.0,Unfurnished,East,16,0,0,0,0
Flat,3,1965.0,Tellapur,Hyderabad,1.15,New,New Property,3,1743.15,16.0,1.0,Unfurnished,East,30,0,0,0,0
Flat,3,1760.0,Velimela,Hyderabad,0.48,New,New Property,2,1561.29,1.0,2.0,Semi-Furnished,West,31,6,0,0,0
Flat,2,1200.0,Suchitra,Hyderabad,0.62,New,New Property,2,1064.52,2.0,1.0,Unfurnished,East,32,65,0,0,0
Flat,2,1200.0,Kondapur,Hyderabad,0.84,New,New Property,2,1064.52,2.0,1.0,Unfurnished,West,11,6,0,0,0
Flat,5,6000.0,Nanakramguda,Hyderabad,3.84,New,New Property,5,5322.58,9.0,1.0,Unfurnished,East,61,0,0,0,0
Flat,3,1740.0,Gachibowli,Hyderabad,0.79,Resale,Moderately New Property,3,1543.55,6.0,1.0,Unfurnished,East,40,44,0,0,0
Flat,2,1260.0,Kollur,Hyderabad,0.84,New,New Property,2,1117.74,2.0,1.0,Unfurnished,East,23,0,0,0,0
House,5,6761.0,Premavathi Pet,Hyderabad,13.52,New,New Property,5,5997.66,2.0,1.0,Unfurnished,East,22,0,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.57,New,New Property,2,1020.16,2.0,2.0,Unfurnished,West,26,0,0,0,0
House,4,4255.0,Shamshabad,Hyderabad,4.95,New,New Property,3,3774.6,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,2055.0,Aminpur,Hyderabad,1.43,New,New Property,3,1822.98,5.0,1.0,Unfurnished,East,0,0,0,0,0
House,2,1250.0,Aminpur,Hyderabad,1.6,New,New Property,2,1108.87,2.0,2.0,Unfurnished,East,19,0,0,0,0
Flat,3,2950.0,Nanakramguda,Hyderabad,1.23,Resale,Moderately New Property,3,2616.94,11.0,1.0,Unfurnished,East,50,51,0,0,0
Flat,2,1249.0,Miyapur,Hyderabad,0.92,New,New Property,3,1107.98,4.0,1.0,Unfurnished,East,73,0,0,0,0
House,3,1650.0,Mallampet,Hyderabad,1.51,New,New Property,3,1463.71,2.0,2.0,Semi-Furnished,East,28,0,0,0,0
House,5,3500.0,Kapra,Hyderabad,2.7,Resale,New Property,5,3104.84,2.0,1.0,Unfurnished,East,31,6,0,0,1
House,2,1350.0,Muthangi,Hyderabad,0.8,New,New Property,3,1197.58,2.0,1.0,Unfurnished,West,0,0,0,0,1
Flat,3,1840.0,Kondapur,Hyderabad,2.3,Resale,Moderately New Property,3,1632.26,5.0,2.0,Unfurnished,East,72,0,0,0,0
Flat,3,1465.0,Tellapur,Hyderabad,0.92,New,New Property,2,1299.6,16.0,2.0,Unfurnished,East,32,0,0,0,0
Flat,2,1258.0,Bachupally,Hyderabad,0.89,New,New Property,2,1115.97,2.0,1.0,Unfurnished,East,25,0,0,0,0
Flat,3,1993.0,Chandanagar,Hyderabad,1.29,New,New Property,3,1767.98,1.0,1.0,Unfurnished,East,28,0,0,0,0
Flat,3,1750.0,Chandanagar,Hyderabad,0.79,New,New Property,3,1552.42,2.0,1.0,Semi-Furnished,East,57,9,1,0,0
House,2,900.0,Moulali,Hyderabad,0.55,Resale,Moderately New Property,2,798.39,2.0,1.0,Unfurnished,West,23,8,0,0,1
Flat,2,1200.0,Kondapur,Hyderabad,0.85,New,New Property,2,1064.52,2.0,1.0,Semi-Furnished,West,4,0,0,0,0
Flat,2,1000.0,Mansoorabad,Hyderabad,0.55,Resale,Moderately New Property,2,887.1,1.0,1.0,Unfurnished,North,22,6,0,0,1
House,8,7000.0,Habsiguda,Hyderabad,4.97,Resale,Moderately New Property,6,6209.68,2.0,1.0,Semi-Furnished,West,0,0,0,0,0
House,5,4240.0,Kondapur,Hyderabad,8.6,Resale,New Property,4,3761.29,2.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,3,1580.0,Neknampur,Hyderabad,1.01,New,New Property,2,1401.61,5.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,3,1895.0,Kollur,Hyderabad,0.95,New,New Property,3,1681.05,6.0,2.0,Unfurnished,East,51,0,0,0,0
House,3,3960.0,Gopanapalli,Hyderabad,6.0,Resale,New Property,3,3512.9,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1295.0,Miyapur,Hyderabad,0.78,New,New Property,2,1148.79,3.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1935.0,Manikonda,Hyderabad,1.54,New,New Property,3,1716.53,5.0,1.0,Unfurnished,West,36,0,0,0,0
Flat,5,3330.0,Kokapet,Hyderabad,3.6,Resale,Moderately New Property,4,2954.03,9.0,1.0,Unfurnished,East,44,0,0,0,0
Flat,3,1625.0,Tellapur,Hyderabad,1.02,New,New Property,3,1441.53,16.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,2,925.0,Isnapur,Hyderabad,0.41,New,New Property,1,820.56,1.0,1.0,Semi-Furnished,North,0,0,0,0,0
Flat,2,1150.0,Kompally,Hyderabad,0.52,Resale,Moderately New Property,1,1020.16,2.0,2.0,Unfurnished,East,0,0,0,0,0
House,4,3942.0,Tellapur,Hyderabad,2.91,New,New Property,4,3496.94,2.0,1.0,Unfurnished,East,74,0,0,0,0
Flat,3,1605.0,Mallampet,Hyderabad,0.78,New,New Property,3,1423.79,5.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,3,1980.0,Nagole,Hyderabad,1.15,New,New Property,3,1756.45,4.0,4.0,Semi-Furnished,NorthEast,9,0,0,0,0
House,4,2689.0,Kowkur,Hyderabad,2.2,New,New Property,4,2385.4,2.0,1.0,Unfurnished,West,50,0,0,0,0
Flat,3,1685.0,Kondapur,Hyderabad,1.58,Resale,Moderately New Property,3,1494.76,5.0,2.0,Unfurnished,East,60,0,0,0,0
Flat,3,1935.0,Kondapur,Hyderabad,2.03,New,New Property,3,1716.53,5.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,3,1620.0,Patancheru,Hyderabad,0.9,New,New Property,3,1437.1,4.0,1.0,Unfurnished,East,59,0,0,0,0
House,4,3500.0,Velimela,Hyderabad,2.45,New,New Property,4,3104.84,2.0,3.0,Unfurnished,East,32,6,0,0,0
Flat,2,1229.0,Gowdavalli,Hyderabad,0.61,New,New Property,2,1090.24,2.0,1.0,Unfurnished,East,43,0,0,0,0
House,4,2500.0,Chevella,Hyderabad,0.79,New,New Property,4,2217.74,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1355.0,Tellapur,Hyderabad,0.88,New,New Property,3,1202.02,2.0,1.0,Unfurnished,East,32,6,0,0,0
House,4,3192.0,Patancheru,Hyderabad,3.21,New,New Property,4,2831.61,2.0,1.0,Unfurnished,East,37,0,0,0,0
Flat,3,1907.0,Miyapur,Hyderabad,0.9,New,New Property,3,1691.69,7.0,1.0,Unfurnished,East,39,51,0,0,0
Flat,3,2020.0,Tellapur,Hyderabad,1.2,New,New Property,3,1791.94,16.0,1.0,Unfurnished,East,64,0,0,0,0
Flat,2,1175.0,Osman Nagar,Hyderabad,0.65,New,New Property,2,1042.34,2.0,1.0,Unfurnished,East,37,0,0,0,0
Flat,4,2021.0,Bachupally,Hyderabad,1.28,New,New Property,3,1792.82,15.0,1.0,Unfurnished,East,0,6,0,0,0
Flat,3,1825.0,Kokapet,Hyderabad,1.36,New,New Property,3,1618.95,11.0,1.0,Unfurnished,East,42,0,0,0,0
House,5,8214.0,Narsingi,Hyderabad,14.78,New,New Property,5,7286.61,2.0,1.0,Unfurnished,East,75,0,0,0,0
Flat,2,1250.0,Gajularamaram,Hyderabad,0.55,Resale,Moderately New Property,2,1108.87,2.0,1.0,Unfurnished,NorthEast,31,6,0,0,1
Flat,3,1852.0,Kukatpally,Hyderabad,1.14,New,New Property,3,1642.9,4.0,1.0,Unfurnished,East,72,0,0,0,0
Flat,3,1935.0,Kompally,Hyderabad,1.16,New,New Property,3,1716.53,1.0,1.0,Unfurnished,East,11,0,0,0,0
Flat,2,1030.0,Muthangi,Hyderabad,0.44,New,New Property,2,913.71,2.0,2.0,Unfurnished,East,13,0,0,0,0
Flat,3,1221.0,Rajendra Nagar,Hyderabad,0.88,New,New Property,3,1083.15,9.0,1.0,Unfurnished,East,78,0,0,0,0
Flat,2,1430.0,Kollur,Hyderabad,0.43,New,New Property,2,1268.55,2.0,1.0,Semi-Furnished,East,32,6,0,0,0
Flat,3,1765.0,Gandipet,Hyderabad,1.59,New,New Property,3,1565.73,1.0,2.0,Unfurnished,East,54,6,0,0,0
Flat,2,1100.0,Bachupally,Hyderabad,0.85,New,New Property,2,975.81,2.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1100.0,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.53,New,New Property,2,975.81,1.0,2.0,Unfurnished,East,18,0,0,0,0
Flat,3,1570.0,Ghatkesar,Hyderabad,0.77,New,New Property,3,1392.74,5.0,1.0,Unfurnished,East,9,0,0,0,0
Flat,2,1365.0,Tellapur,Hyderabad,0.84,New,New Property,2,1210.89,2.0,2.0,Unfurnished,East,55,0,0,0,0
Flat,2,1217.0,Tellapur,Hyderabad,0.75,New,New Property,2,1079.6,2.0,1.0,Unfurnished,East,19,0,0,0,0
Flat,2,1270.0,Aminpur,Hyderabad,0.57,New,New Property,2,1126.61,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
House,3,2100.0,Patancheru,Hyderabad,1.21,New,New Property,3,1862.9,2.0,1.0,Unfurnished,West,28,0,0,0,0
Flat,2,1120.0,Nizampet,Hyderabad,0.58,New,New Property,2,993.55,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1285.0,Gachibowli,Hyderabad,1.48,Resale,New Property,2,1139.92,2.0,2.0,Unfurnished,East,63,0,0,0,0
Flat,3,1700.0,Kukatpally,Hyderabad,1.3,New,New Property,3,1508.06,2.0,1.0,Unfurnished,East,50,0,0,0,0
Flat,2,850.0,Padmarao Nagar,Hyderabad,0.32,Resale,Moderately New Property,2,754.03,0.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1249.0,Peerzadiguda,Hyderabad,0.6,New,New Property,2,1107.98,2.0,1.0,Unfurnished,North,0,0,0,0,0
Flat,4,2761.0,Premavathi Pet,Hyderabad,2.52,New,New Property,4,2449.27,4.0,1.0,Unfurnished,NorthEast,32,6,0,0,0
House,2,2265.0,Vanasthalipuram,Hyderabad,2.6,Resale,Moderately New Property,2,2009.27,2.0,1.0,Semi-Furnished,North,0,0,0,0,0
Flat,3,1950.0,Miyapur,Hyderabad,1.37,New,New Property,3,1729.84,3.0,1.0,Unfurnished,North,9,0,0,0,0
Flat,3,1585.0,Kukatpally,Hyderabad,0.66,New,New Property,3,1406.05,4.0,1.0,Unfurnished,East,0,0,0,0,0
