property_type,bhk,area,locality,city,price_in_crore,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,furnishing_type,facing,amenities_score,furnishing_score,study_room,servant_room,pooja_room
Flat,2,713.0,Sanath Nagar,Hyderabad,0.55,Resale,Moderately New Property,2,632.5,6.0,1.0,Unfurnished,South,4,0,0,0,0
House,4,3670.0,Narsingi,Hyderabad,7.35,New,New Property,4,3255.65,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1395.0,Pragathi Nagar Kukatpally,Hyderabad,1.01,New,New Property,3,1237.5,1.0,1.0,Unfurnished,East,60,0,0,0,0
Flat,3,3080.0,Manchirevula,Hyderabad,2.09,New,New Property,2,2732.26,5.0,1.0,Semi-Furnished,East,36,0,0,0,0
House,4,2100.0,Patancheru,Hyderabad,0.97,New,New Property,4,1862.9,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1278.0,Chandanagar,Hyderabad,0.88,New,New Property,2,1133.71,1.0,1.0,Unfurnished,East,29,0,0,0,0
House,3,2800.0,Patancheru,Hyderabad,1.23,New,New Property,3,2483.87,2.0,1.0,Semi-Furnished,East,0,6,0,0,0
Flat,2,1150.0,Ameenpur,Hyderabad,0.67,New,New Property,2,1020.16,4.0,2.0,Unfurnished,East,26,0,0,0,0
House,6,5000.0,Kachiguda,Hyderabad,4.5,Resale,Moderately New Property,6,4435.48,2.0,1.0,Semi-Furnished,West,5,36,0,0,0
Flat,2,1100.0,Gajularamaram,Hyderabad,0.5,Resale,Moderately New Property,2,975.81,4.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,3,1600.0,Moosapet,Hyderabad,1.15,New,New Property,3,1419.35,4.0,2.0,Unfurnished,East,32,65,0,0,0
House,4,2410.0,Pragathi Nagar Kukatpally,Hyderabad,1.37,New,New Property,4,2137.9,2.0,1.0,Unfurnished,North,25,0,0,0,0
Flat,3,2205.0,Shaikpet,Hyderabad,1.54,New,New Property,3,1956.05,16.0,1.0,Unfurnished,North,63,0,0,0,0
Flat,2,1500.0,Bandlaguda Jagir,Hyderabad,0.62,New,New Property,2,1330.65,1.0,1.0,Semi-Furnished,West,21,0,0,0,0
Flat,2,1000.0,Malkajgiri,Hyderabad,0.6,New,New Property,2,887.1,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,3043.0,Kollur,Hyderabad,1.79,New,New Property,4,2699.44,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,900.0,Uppal Kalan,Hyderabad,0.43,New,New Property,2,798.39,2.0,1.0,Semi-Furnished,East,9,0,0,0,0
Flat,2,1350.0,Moti Nagar,Hyderabad,0.8,New,New Property,2,1197.58,5.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1433.0,Kondapur,Hyderabad,1.3,Resale,Moderately New Property,2,1271.21,2.0,1.0,Unfurnished,East,38,0,0,0,0
Flat,3,1800.0,Tarnaka,Hyderabad,1.49,New,New Property,3,1596.77,4.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,2143.0,Kondapur,Hyderabad,2.16,New,New Property,1,1901.05,5.0,1.0,Unfurnished,SouthEast,32,6,0,0,0
House,4,2400.0,Turkayamjal,Hyderabad,1.0,New,New Property,4,2129.03,2.0,1.0,Semi-Furnished,SouthWest,8,0,0,0,0
House,4,2400.0,Bairagiguda,Hyderabad,1.8,New,Moderately New Property,4,2129.03,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,3256.0,Bandlaguda Jagir,Hyderabad,4.87,New,New Property,4,2888.39,2.0,1.0,Furnished,East,32,0,0,0,0
House,5,4230.0,Kondapur,Hyderabad,8.45,Resale,New Property,4,3752.42,2.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,2,880.0,Shamshabad,Hyderabad,0.62,New,New Property,2,780.65,2.0,1.0,Semi-Furnished,North,93,51,0,0,0
House,4,3200.0,Alwal,Hyderabad,1.65,New,New Property,5,2838.71,2.0,1.0,Unfurnished,West,0,0,0,0,0
Flat,3,2300.0,Velmala,Hyderabad,1.68,New,New Property,3,2040.32,5.0,1.0,Unfurnished,East,15,0,0,0,0
Flat,2,1000.0,Khazaguda,Hyderabad,0.91,Resale,Moderately New Property,2,887.1,3.0,1.0,Unfurnished,West,31,6,0,0,1
House,4,2400.0,Chengicherla,Hyderabad,1.3,New,New Property,4,2129.03,2.0,1.0,Semi-Furnished,West,0,0,0,0,0
Flat,2,1151.0,Nacharam,Hyderabad,0.98,New,New Property,2,1021.05,1.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1845.0,Tellapur,Hyderabad,1.16,New,New Property,3,1636.69,16.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,2,1100.0,Gopanpally,Hyderabad,0.8,Resale,Moderately New Property,2,975.81,1.0,1.0,Unfurnished,North,31,6,0,0,1
Flat,2,1300.0,Aminpur,Hyderabad,0.65,New,New Property,2,1153.23,2.0,1.0,Semi-Furnished,West,0,0,0,0,0
Flat,3,2113.0,Kondapur,Hyderabad,1.01,Resale,Moderately New Property,3,1874.44,5.0,1.0,Unfurnished,East,28,51,0,0,0
Flat,2,1290.0,Shaikpet,Hyderabad,1.1,Resale,Moderately New Property,2,1144.35,1.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1457.0,Kondapur,Hyderabad,1.35,New,New Property,2,1292.5,2.0,1.0,Unfurnished,West,27,0,0,0,0
House,4,2796.0,Kollur,Hyderabad,2.51,New,New Property,4,2480.32,2.0,1.0,Unfurnished,East,32,0,0,0,0
House,2,1250.0,Bhel,Hyderabad,0.85,New,New Property,2,1108.87,2.0,1.0,Unfurnished,East,4,0,0,0,0
Flat,3,1742.0,Gachibowli,Hyderabad,1.9,Resale,New Property,3,1545.32,34.0,1.0,Furnished,West,63,44,0,0,0
Flat,2,1100.0,Adda Gutta,Hyderabad,0.67,Resale,Moderately New Property,2,975.81,2.0,1.0,Unfurnished,West,31,6,0,0,1
House,4,3360.0,Ramachandrapuram,Hyderabad,2.68,New,New Property,4,2980.65,2.0,1.0,Unfurnished,NorthEast,50,0,0,0,0
House,5,6500.0,Nanakramguda,Hyderabad,24.0,Resale,Moderately New Property,6,5766.13,2.0,1.0,Semi-Furnished,West,48,0,0,0,0
House,4,3800.0,Manikonda,Hyderabad,5.3,Resale,Moderately New Property,4,3370.97,2.0,2.0,Furnished,West,32,14,0,0,0
House,4,3400.0,Kismatpur,Hyderabad,4.59,New,New Property,4,3016.13,2.0,1.0,Unfurnished,East,26,0,0,0,0
Flat,3,2285.0,Kokapet,Hyderabad,1.66,New,New Property,3,2027.02,0.0,1.0,Unfurnished,East,44,0,0,0,0
House,3,2550.0,Mokila,Hyderabad,3.25,New,New Property,3,2262.1,2.0,1.0,Unfurnished,East,39,0,0,0,0
House,2,1200.0,Rampally,Hyderabad,0.72,New,New Property,2,1064.52,2.0,1.0,Semi-Furnished,SouthEast,0,0,0,0,0
Flat,2,1250.0,Hafeezpet,Hyderabad,0.75,New,New Property,2,1108.87,1.0,1.0,Unfurnished,East,40,0,0,0,0
House,4,2500.0,Alwal,Hyderabad,1.35,New,New Property,2,2217.74,2.0,1.0,Unfurnished,West,4,0,0,0,0
Flat,3,2040.0,Narsingi,Hyderabad,1.59,New,New Property,3,1809.68,5.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1100.0,Balanagar,Hyderabad,0.57,Resale,Moderately New Property,2,975.81,1.0,1.0,Unfurnished,West,31,6,0,0,1
Flat,2,1140.0,Pedda Amberpet,Hyderabad,0.5,Resale,Moderately New Property,2,1011.29,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1202.0,Kukatpally,Hyderabad,0.95,New,New Property,2,1066.29,2.0,1.0,Unfurnished,West,19,6,0,0,0
Flat,2,1257.0,Manikonda,Hyderabad,0.68,Resale,Moderately New Property,2,1115.08,2.0,1.0,Unfurnished,East,9,0,0,0,0
Flat,3,1326.0,Attapur,Hyderabad,0.7,New,New Property,2,1176.29,1.0,1.0,Furnished,East,0,0,0,0,0
House,3,2500.0,Nallagandla Road,Hyderabad,3.3,Resale,New Property,3,2217.74,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,3,2085.0,Jubilee Hills,Hyderabad,1.65,New,New Property,3,1849.6,2.0,1.0,Semi-Furnished,West,23,0,0,0,0
Flat,3,2410.0,Kondapur,Hyderabad,1.75,New,New Property,3,2137.9,7.0,1.0,Unfurnished,East,27,0,0,0,0
Flat,2,1232.0,Old Malakpet,Hyderabad,0.65,New,Moderately New Property,2,1092.9,2.0,1.0,Unfurnished,West,13,0,0,0,0
House,4,3000.0,Chengicherla,Hyderabad,1.6,New,New Property,4,2661.29,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1685.0,Manikonda,Hyderabad,1.21,New,New Property,3,1494.76,5.0,2.0,Unfurnished,East,32,6,0,0,0
Flat,2,1326.0,Puppalaguda,Hyderabad,1.33,Resale,Moderately New Property,2,1176.29,2.0,1.0,Unfurnished,West,41,0,0,0,0
Flat,2,1430.0,Kollur,Hyderabad,0.51,New,New Property,2,1268.55,2.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,2,1000.0,Nallagandla Gachibowli,Hyderabad,0.55,New,New Property,2,887.1,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1950.0,Shaikpet,Hyderabad,1.85,New,New Property,3,1729.84,1.0,1.0,Unfurnished,North,39,6,0,0,0
House,3,2400.0,Ramachandra Puram,Hyderabad,1.75,New,New Property,4,2129.03,2.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,2,1000.0,Jeedimetla,Hyderabad,0.5,Resale,Old Property,2,887.1,1.0,1.0,Unfurnished,West,23,6,0,0,1
Flat,2,1474.0,Bandlaguda Jagir,Hyderabad,0.99,New,New Property,2,1307.58,1.0,1.0,Unfurnished,East,48,0,0,0,0
Flat,2,1180.0,Bachupally,Hyderabad,0.56,New,New Property,2,1046.77,2.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,3,1840.0,Kondapur,Hyderabad,0.82,New,New Property,3,1632.26,5.0,2.0,Unfurnished,East,43,51,0,0,0
House,3,2450.0,Kapra,Hyderabad,1.65,New,New Property,3,2173.39,2.0,1.0,Semi-Furnished,NorthEast,8,0,0,0,0
Flat,3,1020.0,Lb Nagar,Hyderabad,0.41,Resale,Moderately New Property,1,904.84,7.0,1.0,Furnished,East,0,0,0,0,0
Flat,3,2100.0,Sri Nagar Colony,Hyderabad,2.31,New,New Property,3,1862.9,4.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1100.0,Ag Colony,Hyderabad,0.69,Resale,Moderately New Property,2,975.81,3.0,1.0,Semi-Furnished,West,31,6,0,0,1
Flat,3,1295.0,Bachupally,Hyderabad,0.67,New,New Property,3,1148.79,12.0,1.0,Unfurnished,East,43,0,0,0,0
House,4,2450.0,Safilguda,Hyderabad,1.49,New,New Property,4,2173.39,2.0,1.0,Unfurnished,North,0,0,0,0,0
Flat,3,1555.0,Aminpur,Hyderabad,0.81,New,New Property,3,1379.44,5.0,2.0,Unfurnished,East,19,6,0,0,0
House,2,1300.0,Munganoor,Hyderabad,0.75,Resale,New Property,2,1153.23,2.0,1.0,Unfurnished,North,4,0,0,0,0
Flat,3,1614.0,Attapur,Hyderabad,0.96,Resale,Moderately New Property,3,1431.77,1.0,1.0,Semi-Furnished,West,9,0,0,0,0
Flat,4,4070.0,Madhapur,Hyderabad,6.8,Resale,New Property,5,3610.48,34.0,1.0,Unfurnished,West,50,0,0,1,1
House,4,2700.0,Alwal,Hyderabad,1.3,New,New Property,4,2395.16,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1810.0,Chandanagar,Hyderabad,1.21,New,New Property,3,1605.65,1.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1600.0,Manikonda,Hyderabad,0.88,New,New Property,3,1419.35,5.0,2.0,Unfurnished,East,0,0,0,0,0
Flat,2,1321.0,Kondapur,Hyderabad,0.86,New,New Property,1,1171.85,2.0,1.0,Unfurnished,East,33,0,0,0,0
Flat,2,1220.0,Aminpur,Hyderabad,0.61,New,New Property,2,1082.26,2.0,2.0,Semi-Furnished,West,21,0,0,0,0
Flat,2,1254.0,Tellapur,Hyderabad,0.93,New,New Property,2,1112.42,2.0,1.0,Unfurnished,East,74,0,0,0,0
Flat,4,4023.0,Kokapet,Hyderabad,4.02,New,New Property,4,3568.79,4.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,2,1400.0,Appa Junction Peerancheru,Hyderabad,0.95,New,Moderately New Property,2,1241.94,15.0,1.0,Unfurnished,North,65,0,0,0,0
Flat,2,1480.0,Bachupally,Hyderabad,1.0,New,New Property,2,1312.9,2.0,1.0,Unfurnished,East,29,0,0,0,0
Flat,3,1617.0,Bachupally,Hyderabad,1.18,New,New Property,2,1434.44,2.0,1.0,Unfurnished,East,61,0,0,0,0
Flat,2,1260.0,Manikonda,Hyderabad,0.82,New,New Property,2,1117.74,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
House,3,2788.0,Suraram,Hyderabad,1.39,New,New Property,3,2473.23,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,3,1930.0,Malkajgiri,Hyderabad,1.19,New,New Property,3,1712.1,5.0,1.0,Unfurnished,East,25,0,0,0,0
Flat,3,1930.0,Pragathi Nagar Kukatpally,Hyderabad,0.74,New,New Property,3,1712.1,1.0,1.0,Unfurnished,NorthEast,32,65,0,0,0
Flat,2,1297.0,Kondapur,Hyderabad,1.6,Resale,Moderately New Property,2,1150.56,2.0,1.0,Unfurnished,West,54,0,0,0,0
Flat,3,2049.0,Kokapet,Hyderabad,1.53,New,New Property,3,1817.66,6.0,1.0,Unfurnished,East,39,0,0,0,0
Flat,2,1000.0,Manikonda,Hyderabad,0.88,Resale,Moderately New Property,2,887.1,1.0,1.0,Unfurnished,North,31,6,0,0,1
Flat,2,1200.0,Gandipet,Hyderabad,0.89,Resale,New Property,2,1064.52,2.0,1.0,Unfurnished,North,31,6,0,0,1
Flat,3,1203.0,Gopanpally,Hyderabad,0.45,New,New Property,3,1067.18,5.0,3.0,Furnished,East,0,0,0,0,0
House,5,5000.0,Yapral,Hyderabad,1.5,New,New Property,5,4435.48,2.0,2.0,Unfurnished,NorthEast,27,30,1,1,1
Flat,3,1500.0,Bachupally,Hyderabad,0.91,New,New Property,3,1330.65,2.0,2.0,Unfurnished,East,48,0,0,0,0
Flat,3,2388.0,Narsingi,Hyderabad,1.67,New,New Property,3,2118.39,5.0,1.0,Unfurnished,West,32,0,0,0,0
Flat,3,1743.0,Puppalaguda,Hyderabad,1.11,New,New Property,3,1546.21,4.0,1.0,Unfurnished,East,23,0,0,0,0
Flat,5,15825.0,Kokapet,Hyderabad,25.31,New,New Property,5,14038.31,9.0,1.0,Unfurnished,East,34,0,0,0,0
Flat,2,1139.0,Bowrampet,Hyderabad,0.59,New,New Property,2,1010.4,2.0,2.0,Unfurnished,SouthWest,0,0,0,0,0
Flat,3,1579.0,Miyapur,Hyderabad,1.3,Resale,Moderately New Property,2,1400.73,3.0,2.0,Semi-Furnished,West,68,22,0,0,1
Flat,3,1047.0,Rajendra Nagar,Hyderabad,0.73,New,New Property,3,928.79,8.0,1.0,Unfurnished,East,78,0,0,0,0
Flat,3,1590.0,Nallagandla Gachibowli,Hyderabad,1.33,Resale,Moderately New Property,3,1410.48,2.0,1.0,Semi-Furnished,West,30,0,0,0,0
Flat,3,1700.0,Pragathi Nagar Kukatpally,Hyderabad,1.02,New,New Property,3,1508.06,1.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,3,1760.0,Puppalaguda,Hyderabad,1.12,New,New Property,3,1561.29,4.0,1.0,Unfurnished,East,0,0,0,0,0
House,2,900.0,Rampally,Hyderabad,0.68,New,New Property,2,798.39,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1200.0,Cbcid Colony,Hyderabad,0.98,Resale,Old Property,2,1064.52,3.0,1.0,Semi-Furnished,East,31,6,0,0,1
Flat,4,2630.0,Kokapet,Hyderabad,2.77,New,New Property,4,2333.06,4.0,1.0,Furnished,West,66,0,0,0,0
Flat,3,2455.0,Kollur,Hyderabad,1.47,New,New Property,3,2177.82,6.0,1.0,Unfurnished,West,46,0,0,0,0
Flat,2,1303.0,Kollur,Hyderabad,0.55,New,New Property,2,1155.89,2.0,1.0,Unfurnished,East,60,0,0,0,0
Flat,3,1602.0,Nallagandla Gachibowli,Hyderabad,1.2,Resale,Moderately New Property,2,1421.13,2.0,1.0,Semi-Furnished,East,0,0,0,0,0
Flat,2,1150.0,Pragathi Nagar Kukatpally,Hyderabad,0.74,New,New Property,2,1020.16,1.0,2.0,Unfurnished,East,32,65,0,0,0
House,6,5200.0,Himayat Nagar,Hyderabad,4.0,Resale,Moderately New Property,5,4612.9,2.0,1.0,Semi-Furnished,North,0,23,0,0,0
Flat,3,2140.0,Kompally,Hyderabad,1.0,New,New Property,3,1898.39,1.0,1.0,Unfurnished,East,39,0,0,0,0
Flat,3,2120.0,Kokapet,Hyderabad,2.2,New,New Property,3,1880.65,0.0,1.0,Unfurnished,West,32,0,0,0,0
House,5,4000.0,West Marredpally,Hyderabad,10.83,Resale,Moderately New Property,3,3548.39,2.0,2.0,Unfurnished,NorthEast,0,0,0,0,0
Flat,5,6484.0,Tellapur,Hyderabad,4.79,New,New Property,5,5751.94,15.0,1.0,Unfurnished,East,74,0,0,0,0
House,3,3600.0,Tellapur,Hyderabad,2.7,New,New Property,4,3193.55,2.0,1.0,Unfurnished,East,62,0,0,0,0
House,4,4240.0,Kondapur,Hyderabad,10.0,Resale,New Property,5,3761.29,2.0,2.0,Semi-Furnished,East,47,0,0,0,0
Flat,3,1900.0,Puppalaguda,Hyderabad,1.18,New,New Property,3,1685.48,4.0,1.0,Unfurnished,West,15,0,0,0,0
Flat,3,2155.0,Kollur,Hyderabad,1.29,New,New Property,3,1911.69,6.0,1.0,Unfurnished,West,46,0,0,0,0
Flat,2,1020.0,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.49,New,New Property,2,904.84,1.0,1.0,Unfurnished,East,27,0,0,0,1
Flat,3,1495.0,Yapral,Hyderabad,0.65,New,New Property,3,1326.21,4.0,1.0,Unfurnished,East,0,51,0,0,0
Flat,3,1435.0,Kukatpally,Hyderabad,0.84,New,Moderately New Property,3,1272.98,4.0,3.0,Unfurnished,West,55,0,0,0,0
House,3,1998.0,Ramachandra Puram,Hyderabad,1.95,New,New Property,3,1772.42,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,2,1225.0,Pragathi Nagar Kukatpally,Hyderabad,0.49,New,New Property,2,1086.69,1.0,1.0,Semi-Furnished,East,13,0,0,0,0
Flat,3,1315.0,Rajendra Nagar,Hyderabad,0.95,New,New Property,3,1166.53,9.0,1.0,Unfurnished,East,78,0,0,0,0
Flat,3,1600.0,Aminpur,Hyderabad,0.8,Resale,Moderately New Property,3,1419.35,5.0,2.0,Semi-Furnished,West,32,6,0,0,0
Flat,3,2195.0,Tellapur,Hyderabad,1.53,New,New Property,3,1947.18,16.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,4,1962.0,Rajendra Nagar,Hyderabad,1.27,New,New Property,4,1740.48,9.0,3.0,Unfurnished,East,78,0,0,0,0
Flat,2,1200.0,Ramachandra Puram,Hyderabad,0.54,New,New Property,2,1064.52,2.0,1.0,Unfurnished,East,9,6,0,0,0
Flat,2,1075.0,Gajularamaram,Hyderabad,0.45,New,Moderately New Property,2,953.63,1.0,1.0,Unfurnished,East,32,6,0,0,0
Flat,3,1495.0,Sanath Nagar,Hyderabad,1.7,New,Moderately New Property,3,1326.21,14.0,1.0,Unfurnished,West,78,0,0,0,0
Flat,2,1266.0,Patighanpur,Hyderabad,0.73,New,New Property,2,1123.06,2.0,1.0,Unfurnished,West,48,6,0,0,0
Flat,3,1693.0,Tukkuguda,Hyderabad,0.78,New,New Property,2,1501.85,5.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1628.0,Appa Junction Peerancheru,Hyderabad,1.1,New,Moderately New Property,3,1444.19,10.0,1.0,Unfurnished,West,65,0,0,0,0
Flat,4,3939.0,Kokapet,Hyderabad,3.89,New,New Property,4,3494.27,4.0,1.0,Unfurnished,East,32,6,0,0,0
House,4,3070.0,Kollur,Hyderabad,1.79,New,New Property,4,2723.39,2.0,1.0,Unfurnished,East,32,0,0,0,0
Flat,3,2300.0,Manikonda,Hyderabad,1.6,New,New Property,3,2040.32,6.0,2.0,Unfurnished,East,0,6,0,0,1
Flat,2,1243.0,Kondapur,Hyderabad,0.93,New,New Property,1,1102.66,2.0,1.0,Unfurnished,East,0,0,0,0,0
House,4,4214.0,Kondapur,Hyderabad,6.74,New,New Property,4,3738.23,2.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,3,1750.0,Kokapet,Hyderabad,1.27,New,New Property,3,1552.42,0.0,1.0,Unfurnished,East,44,0,0,0,0
Flat,3,3799.0,Kukatpally,Hyderabad,0.95,New,New Property,3,3370.08,4.0,1.0,Unfurnished,East,0,0,0,0,0
House,2,1250.0,Banjara Hills,Hyderabad,3.27,Resale,Moderately New Property,2,1108.87,2.0,1.0,Semi-Furnished,North,0,0,0,0,0
Flat,2,1054.0,Moula Ali,Hyderabad,0.6,New,New Property,2,935.0,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,2,1252.0,Adibatla,Hyderabad,0.55,New,New Property,2,1110.65,2.0,1.0,Semi-Furnished,NorthEast,25,8,0,0,0
House,4,3360.0,Patancheru,Hyderabad,2.85,New,New Property,4,2980.65,2.0,1.0,Unfurnished,East,40,0,0,0,0
Flat,3,2085.0,Neknampur,Hyderabad,1.4,New,New Property,3,1849.6,5.0,1.0,Unfurnished,East,9,0,0,0,0
Flat,3,1840.0,Kondapur,Hyderabad,2.3,New,New Property,3,1632.26,5.0,2.0,Unfurnished,East,68,0,0,0,0
Flat,2,1335.0,Manikonda,Hyderabad,1.37,Resale,New Property,2,1184.27,4.0,2.0,Semi-Furnished,East,61,7,0,0,0
Flat,3,2020.0,Kokapet,Hyderabad,1.51,New,New Property,3,1791.94,0.0,1.0,Unfurnished,West,55,0,0,0,0
Flat,3,1765.0,Kokapet,Hyderabad,1.79,Resale,New Property,3,1565.73,1.0,2.0,Unfurnished,East,39,0,0,0,0
Flat,3,2100.0,Kukatpally,Hyderabad,1.62,New,New Property,3,1862.9,4.0,1.0,Unfurnished,East,36,0,0,0,0
Flat,2,1366.0,Kukatpally,Hyderabad,0.9,New,New Property,2,1211.77,31.0,1.0,Unfurnished,East,72,0,0,0,0
House,4,3119.0,Gagillapur,Hyderabad,2.68,New,New Property,4,2766.85,2.0,1.0,Unfurnished,East,13,0,0,0,0
Flat,3,2040.0,Gachibowli,Hyderabad,2.17,Resale,Moderately New Property,3,1809.68,5.0,1.0,Unfurnished,East,81,0,0,0,0
Flat,3,1620.0,Manikonda,Hyderabad,0.95,New,New Property,3,1437.1,5.0,1.0,Unfurnished,East,15,0,0,0,0
Flat,2,1000.0,Ameenpur,Hyderabad,0.5,Resale,Moderately New Property,2,887.1,2.0,1.0,Unfurnished,West,27,6,1,0,0
Flat,4,2900.0,Moosapet,Hyderabad,2.75,New,New Property,4,2572.58,4.0,1.0,Unfurnished,NorthEast,37,0,0,0,0
Flat,2,1000.0,Rajeev Nagar,Hyderabad,0.61,Resale,Old Property,2,887.1,1.0,1.0,Unfurnished,West,27,6,0,0,1
Flat,4,2708.0,Kokapet,Hyderabad,3.1,New,New Property,5,2402.26,4.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,3,1915.0,Kollur,Hyderabad,1.37,New,New Property,3,1698.79,6.0,1.0,Unfurnished,East,37,0,0,0,0
House,3,1440.0,Medchal,Hyderabad,1.15,New,New Property,3,1277.42,2.0,1.0,Unfurnished,East,31,6,0,0,1
Flat,3,1834.0,Manikonda,Hyderabad,2.4,Resale,New Property,3,1626.94,14.0,1.0,Semi-Furnished,East,60,7,0,0,1
Flat,3,1302.0,Janachaitanya Colony,Hyderabad,0.6,New,New Property,2,1155.0,1.0,2.0,Unfurnished,NorthEast,37,0,0,0,0
House,4,3687.0,Kondapur,Hyderabad,6.63,New,New Property,5,3270.73,2.0,1.0,Unfurnished,East,47,0,0,1,1
Flat,3,1850.0,Nizampet,Hyderabad,0.7,New,New Property,3,1641.13,0.0,1.0,Unfurnished,West,0,0,0,0,0
Flat,4,5000.0,Kismatpur,Hyderabad,3.25,New,New Property,4,4435.48,4.0,2.0,Unfurnished,East,56,0,0,0,0
House,4,4259.0,Kondapur,Hyderabad,7.04,New,New Property,4,3778.15,2.0,1.0,Unfurnished,East,47,0,0,0,0
Flat,2,860.0,West Marredpally,Hyderabad,0.42,Resale,Moderately New Property,1,762.9,1.0,3.0,Unfurnished,East,0,0,0,0,0
House,4,4000.0,Aminpur,Hyderabad,1.75,New,New Property,3,3548.39,2.0,1.0,Semi-Furnished,NorthWest,32,0,0,0,0
House,4,5382.0,Kollur,Hyderabad,4.78,New,New Property,4,4774.35,2.0,1.0,Unfurnished,East,28,0,0,0,0
House,3,1850.0,Chandanagar,Hyderabad,0.86,Resale,Moderately New Property,3,1641.13,2.0,1.0,Unfurnished,East,27,51,1,1,1
Flat,5,4945.0,Tellapur,Hyderabad,2.94,New,New Property,5,4386.69,15.0,1.0,Unfurnished,East,74,0,0,0,0
Flat,3,2390.0,Kondapur,Hyderabad,1.55,New,New Property,3,2120.16,5.0,1.0,Unfurnished,East,33,0,0,0,0
Flat,4,2708.0,Kokapet,Hyderabad,3.0,Resale,Moderately New Property,4,2402.26,4.0,1.0,Semi-Furnished,East,47,0,0,0,0
Flat,2,1325.0,Narsingi,Hyderabad,1.19,New,New Property,2,1175.4,2.0,2.0,Unfurnished,West,46,0,0,0,0
Flat,2,1200.0,Old Bowenpally,Hyderabad,0.75,Resale,Moderately New Property,2,1064.52,4.0,1.0,Furnished,West,0,0,0,0,0
Flat,4,5454.0,Puppalaguda,Hyderabad,5.85,Resale,Moderately New Property,4,4838.23,4.0,1.0,Unfurnished,West,58,0,0,0,0
Flat,3,1270.0,Nallagandla Gachibowli,Hyderabad,0.63,New,New Property,3,1126.61,4.0,1.0,Unfurnished,East,71,0,0,0,0
House,4,6000.0,Madhapur,Hyderabad,16.0,Resale,New Property,5,5322.58,2.0,2.0,Unfurnished,East,45,6,0,0,0
Flat,4,2371.0,Kokapet,Hyderabad,1.77,New,New Property,4,2103.31,17.0,1.0,Unfurnished,East,42,0,0,0,0
Flat,3,1840.0,Kokapet,Hyderabad,1.56,New,New Property,3,1632.26,0.0,2.0,Unfurnished,West,55,65,0,0,0
Flat,3,2385.0,Kukatpally,Hyderabad,0.94,Resale,Moderately New Property,3,2115.73,5.0,2.0,Unfurnished,West,73,51,0,0,0
House,3,3632.0,Kollur,Hyderabad,2.54,New,New Property,3,3221.94,2.0,1.0,Unfurnished,East,54,0,0,0,0
Flat,3,1600.0,Patancheru,Hyderabad,0.75,New,New Property,3,1419.35,4.0,2.0,Semi-Furnished,SouthWest,23,7,0,0,0
Flat,3,1855.0,Bachupally,Hyderabad,0.69,New,New Property,3,1645.56,2.0,1.0,Unfurnished,East,0,0,0,0,0
Flat,3,1389.0,Bolarum,Hyderabad,0.65,New,New Property,3,1232.18,2.0,1.0,Unfurnished,East,35,44,0,0,0
Flat,3,2080.0,Kondapur,Hyderabad,1.97,New,New Property,3,1845.16,5.0,2.0,Unfurnished,East,57,0,0,0,0
House,2,1035.0,Gopanpally,Hyderabad,0.5,New,Moderately New Property,1,918.15,2.0,1.0,Unfurnished,West,0,0,0,0,0
House,3,3770.0,Mokila,Hyderabad,2.7,New,New Property,3,3344.35,2.0,1.0,Unfurnished,East,0,0,0,0,0
